1,2,3,4,5,6,7,8,9,10
Gunatitanand Swami,218425689,False,True,AroundTheGlobe,UNKNOWN,and,that,"Later on, he was appointed the head of the Junagadh Temple where he spent about 40 years propagating satsang in that region.","Later on, he was appointed the head of the Junagadh Temple where he spent about 40 years propagating satsang in that region."
Christianity and homosexuality,13479594,True,True,Angr,UNKNOWN,experience,have,"Many sects have experienced deep divisions over the topic, most notably the Anglican Communion upon the ordination of V. Gene Robinson as the first openly gay bishop in the world's third largest Christian denomination.","Many sects have experienced deep divisions over the topic, most notably the Anglican Communion upon the ordination of V. Gene Robinson as the first openly gay bishop in the world's third largest Christian denomination."
Christianity and homosexuality,13479594,True,True,Angr,UNKNOWN,temptation,attractions,"Most Christians would emphasise that they do not condemn people who experience homosexual temptation, but only for giving in to it and indulging in homosexual behavior.","Most Christians would emphasise that they do not condemn people who have homosexual attractions, but only for having homosexual intercourse."
Christianity and homosexuality,13479832,True,True,64.12.116.201,UNKNOWN,homosexuality,homosexual behavior,"Conservative Christians often argue that while the Law of Moses as a whole is not binding today, many of the commands, such as against murder, adultery, theft are also in the Law of Christ, which is binding today, as is the command against homosexuality.","Conservative Christians often argue that while the Law of Moses as a whole is not binding today, many of the commands, such as against murder, adultery, theft are also in the Law of Christ, which is binding today, as is the command against homosexual behavior."
Christianity and homosexuality,13479832,True,True,64.12.116.201,UNKNOWN,attractions,temptation,"Most Christians would emphasise that they do not condemn people who have homosexual attractions, but only for having homosexual intercourse.","Most Christians would emphasise that they do not condemn people who experience homosexual temptation, but only for giving in to it and indulging in homosexual behavior."
Christianity and homosexuality,13479832,True,True,64.12.116.201,UNKNOWN,sex,acts,[[Image:Sergebac7thcentury.,[[Image:Sergebac7thcentury.
Christianity and homosexuality,38013695,False,True,BelindaGong,UNKNOWN,accepting,tolerant of,"This approach has been taken by a number of churches, notably the Metropolitan Community Church]] which is foundationally accepting homosexuality.","This approach has been taken by a number of churches, notably the Metropolitan Community Church which is foundationally tolerant of homosexuality."
Christianity and homosexuality,38018819,False,True,BelindaGong,UNKNOWN,accepting,tolerant of,"This approach has been taken by a number of churches, notably the Metropolitan Community Church which is foundationally accepting homosexuality.","This approach has been taken by a number of churches, notably the Metropolitan Community Church which is foundationally tolerant of homosexuality."
Christianity and homosexuality,212046211,False,True,FCYTravis,UNKNOWN,sex,behavior,"Throughout the majority of Christian history most theologians and Christian denominations have viewed homosexual sex as immoral or sinful, and most interpretations of the Bible condemn certain sexual acts performed between men.","Throughout the majority of Christian history most theologians and Christian denominations have viewed homosexual behavior as immoral or sinful, and most interpretations of the Bible condemn certain sexual acts performed between men."
Christianity and homosexuality,212046211,False,True,FCYTravis,UNKNOWN,homosexual,gay,"The Episcopal Church in the USA became the first major Christian denomination to ordain an openly homosexual bishop, Gene Robinson, which is controversial in the world wide Anglican Communion.","The Episcopal Church in the USA became the first major Christian denomination to ordain an openly gay bishop, Gene Robinson, which is controversial in the world wide Anglican Communion."
Christianity and homosexuality,212046211,False,True,FCYTravis,UNKNOWN,homosexual,samesex,"In addition, recent scholarship has produced more complete interpretations of Biblical passages which, according to these scholars, reveals that the Bible never advocates a blanket criticism of homosexual relationships.","In addition, recent scholarship has produced more complete interpretations of Biblical passages which, according to these scholars, reveals that the Bible never advocates a blanket criticism of same-sex relationships."
Christianity and homosexuality,212046211,False,True,FCYTravis,UNKNOWN,homosexual,gay and lesbian,The MCC was founded in the homosexual community.]],The MCC was founded in the gay and lesbian community.]]
Christianity and homosexuality,212046211,False,True,FCYTravis,UNKNOWN,idea,fact,"Some arguments about the meaning and morality of “homosexuality” hinge on the idea that the term homosexual and the conceptualization of homosexuality as an enduring relationship similar to a heterosexual relationship, rather than only sexual activity with someone of the same sex, is development within the 19th century.","Some arguments about the meaning and morality of “homosexuality” hinge on the fact that the term homosexual and the conceptualization of homosexuality as an enduring relationship similar to a heterosexual relationship, rather than only sexual activity with someone of the same sex, is development within the 19th century."
Christianity and homosexuality,212046211,False,True,FCYTravis,UNKNOWN,homosexuals,gays,Love Won Out also provides resources to assist homosexuals who want to change their sexual orientation.,Love Won Out also provides resources to assist gays who want to change their sexual orientation.
Christianity and homosexuality,212046211,False,True,FCYTravis,UNKNOWN,sex,behavior,"  *In Sweden, Åke Green was sentenced to one month of jail for a sermon which preached against homosexual sex, but ending by saying ""We cannot condemn these people.""","  *In Sweden, Åke Green was sentenced to one month of jail for a sermon which preached against homosexual behavior, but ending by saying ""We cannot condemn these people."""
Christianity and homosexuality,306670028,False,True,MishMich,UNKNOWN,understand,tend to interpret,They understand biblical verses on homosexuality to mean that the heterosexual family was created by God  and that same-sex relationships contradict God’s design for marriage and violate his will.,They tend to interpret biblical verses on homosexuality to mean that the heterosexual family was created by God  and that same-sex relationships contradict God’s design for marriage and violate his will.
Association of British Drivers,35673192,False,True,Duke Ganote,UNKNOWN,pressure,advocacy,"The Association of British Drivers is a British motorists' pressure group which campaigns against what it sees as an anti-motorist bias in British government policy, and against ""anti-car"" organizations such as Transport 2000.","The Association of British Drivers is a British motorists' advocacy group which campaigns against what it sees as an anti-motorist bias in British government policy, and against ""anti-car"" organizations such as Transport 2000."
Association of British Drivers,35673192,False,True,Duke Ganote,UNKNOWN,allege,claim,"Critics of the ABD counter that taxation per car in the UK is around the European average, similar to France and Italy, higher than Germany, much lower than the Netherlands or Ireland (), and allege robust evidence that reducing speeds reduces both the incidence and the severity of collisions.","Critics of the ABD counter that taxation per car in the UK is around the European average, similar to France and Italy, higher than Germany, much lower than the Netherlands or Ireland (), and claim robust evidence that reducing speeds reduces both the incidence and the severity of collisions."
